Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2016-01-13,813.4199829101562,494.0276184082031,156.44479370117188,226.82931518554688,958.3865966796875
2016-01-14,832.9466552734375,489.1811218261719,157.18801879882812,223.62754821777344,958.2183837890625
2016-01-15,823.4407348632812,485.6396179199219,155.5281982421875,226.08154296875,950.7756958007812
2016-01-18,796.3283081054688,478.0437927246094,156.27137756347656,214.19081115722656,957.734619140625
2016-01-19,791.8797607421875,482.68048095703125,155.60250854492188,219.8254852294922,958.4282836914062
2016-01-20,787.0100708007812,474.5255432128906,153.07557678222656,211.5999298095703,958.7650756835938
2016-01-21,790.849609375,476.7156982421875,151.81216430664062,207.31338500976562,950.292724609375
2016-01-22,814.7310180664062,480.11749267578125,152.97650146484375,211.51568603515625,967.6801147460938
2016-01-25,822.83203125,485.173583984375,153.29855346679688,211.4735565185547,971.4313354492188
2016-01-27,804.0546875,482.6106262207031,155.05747985839844,210.5045928955078,977.7962036132812
2016-01-28,804.4293212890625,480.7698974609375,157.83213806152344,214.20135498046875,982.6223754882812
2016-01-29,814.6842041015625,489.2278137207031,158.649658203125,218.0982208251953,1007.9555053710938
2016-02-01,831.073486328125,493.8411560058594,160.904052734375,217.02395629882812,1012.760498046875
2016-02-02,826.4845581054688,491.0684814453125,160.6562957763672,210.88377380371094,1010.8214721679688
2016-02-03,808.8778686523438,486.4317626953125,159.51673889160156,206.72360229492188,1018.4927978515625
2016-02-04,832.8995971679688,488.92486572265625,159.44241333007812,204.9647216796875,1020.0736694335938
2016-02-05,842.17138671875,491.7441101074219,160.50765991210938,204.51187133789062,1020.8743896484375
2016-02-08,832.197265625,482.7037353515625,156.1970672607422,202.43704223632812,996.00537109375
2016-02-09,828.0765380859375,478.13702392578125,154.7849884033203,201.68927001953125,961.6310424804688
2016-02-10,820.9121704101562,472.0324401855469,153.10037231445312,202.77403259277344,956.320068359375
2016-02-11,801.3856811523438,454.4876403808594,147.92269897460938,194.74859619140625,926.456298828125
2016-02-12,800.6362915039062,452.6702575683594,148.69070434570312,190.95704650878906,938.5326538085938
2016-02-15,804.1951293945312,453.6954040527344,150.4744110107422,199.4248504638672,956.4680786132812
2016-02-16,786.9630737304688,453.62554931640625,146.4115447998047,196.0124969482422,954.950439453125
2016-02-17,801.6664428710938,454.30126953125,148.56680297851562,200.6571044921875,959.1654052734375
2016-02-18,782.233642578125,461.0815124511719,151.34146118164062,198.0240936279297,976.152587890625
2016-02-19,800.448974609375,461.0115966796875,150.89553833007812,198.9193115234375,977.7540893554688
2016-02-22,815.5740966796875,460.7553405761719,148.56680297851562,202.7003173828125,976.1734619140625
2016-02-23,821.42724609375,452.0411682128906,145.56922912597656,200.03573608398438,954.2970581054688
2016-02-24,825.8289184570312,442.511474609375,142.497314453125,200.6676483154297,931.935791015625
2016-02-25,807.0048217773438,439.27276611328125,141.80364990234375,198.86666870117188,932.73681640625
2016-02-26,807.8007202148438,447.8238830566406,144.15713500976562,200.1831512451172,931.7461547851562
2016-02-29,792.3949584960938,452.87994384765625,146.48583984375,203.61660766601562,917.5414428710938
2016-03-01,816.6041259765625,458.61175537109375,161.20130920410156,206.7025146484375,959.629150390625
2016-03-02,816.510498046875,469.3529968261719,158.32760620117188,210.95748901367188,977.4166870117188
2016-03-03,824.3773803710938,473.3838195800781,157.6339569091797,213.34823608398438,1000.3047485351562
2016-03-04,810.8444213867188,475.573974609375,156.1722869873047,211.98960876464844,993.7291870117188
2016-03-08,820.1160278320312,472.5916442871094,158.67442321777344,216.32884216308594,992.359130859375
2016-03-09,820.58447265625,477.5545349121094,158.50100708007812,219.42527770996094,993.6024169921875
2016-03-10,837.956787109375,475.9002380371094,156.61822509765625,213.11656188964844,989.8306274414062
